accession	reference_length	covered_bases	reads_mapped	avg_coverage	Sample_ID	PoolID
MH188008.1	10310	240	24	0.34419292	A9AUEL	p1835
MH188020.1	5415	1625	104	2.7019944	A9AUEL	p1835
MH267278.1	1076	122	5	0.055075593	A9AUEL	p1835
MH747478.1	8312	497	16	0.21404068	A9AUEL	p1835
MH817484.1	29137	868	88	0.39873046	A9AUEL	p1835
MK073887.1	7691	427	14	0.17146267	A9AUEL	p1835
MK250985.1	7442	1824	162	2.9744925	A9AUEL	p1835
MK292705.1	2591	198	40	1.2199918	A9AUEL	p1835
MK751436.1	1355	121	2	0.2746888	A9AUEL	p1835
MN181513.1	7310	151	1	0.021089386	A9AUEL	p1835
NC_001356.1	7815	302	10	0.18682322	A9AUEL	p1835
NC_001716.2	153080	508	42	0.038743217	A9AUEL	p1835
NC_002306.3	29355	1875	151	0.76483476	A9AUEL	p1835
NC_007543.1	1350	1330	270	29.7125	A9AUEL	p1835
NC_007544.1	1270	1166	194	23.252678	A9AUEL	p1835
NC_007545.1	1037	598	49	7.3291993	A9AUEL	p1835
NC_007547.1	3309	3079	784	34.105095	A9AUEL	p1835
NC_007570.1	1353	1112	132	14.348296	A9AUEL	p1835
NC_007571.1	1063	1007	170	23.708652	A9AUEL	p1835
NC_007572.1	2283	2126	603	37.639942	A9AUEL	p1835
NC_007574.1	2166	542	9	0.8953373	A9AUEL	p1835
NC_009334.1	172764	3264	153	0.121241614	A9AUEL	p1835
NC_012800.1	7632	151	4	0.07404438	A9AUEL	p1835
NC_028806.1	28111	568	25	0.12056078	A9AUEL	p1835
U10031.1	1356	62	1	0.051409617	A9AUEL	p1835
U48704.1	4726	394	32	0.98382866	A9AUEL	p1835
U50869.1	7514	6551	2033	36.597908	A9AUEL	p1835
U59105.1	751	105	3	0.21131447	A9AUEL	p1835
U73947.1	1062	248	9	0.6535088	A9AUEL	p1835
V01108.1	5153	4957	4636	127.86368	A9AUEL	p1835
X13063.1	5641	668	106	2.661628	A9AUEL	p1835
X61586.1	1196	399	19	1.6013384	A9AUEL	p1835
X70827.1	7353	604	20	0.39414132	A9AUEL	p1835
X70829.1	7308	1399	85	1.6876222	A9AUEL	p1835
X74466.1	7673	302	6	0.10527715	A9AUEL	p1835
X74469.1	7427	289	14	0.2667308	A9AUEL	p1835
X76931.1	5669	3107	1509	37.247326	A9AUEL	p1835
X83110.1	5722	248	2	0.044508256	A9AUEL	p1835
X86560.1	7431	649	13	0.22112347	A9AUEL	p1835
X92886.1	7451	218	26	0.5008903	A9AUEL	p1835
Y15176.1	7427	151	3	0.058815446	A9AUEL	p1835
Z25771.1	6813	6585	9924	204.87798	A9AUEL	p1835
EF165067.2	8115	131	1	0.016446956	A9AUEL	p1835
EU376394.1	7961	302	45	0.75790554	A9AUEL	p1835
AB747258.1	8079	95	1	0.011981335	A9AUEL	p1835
JN867756.1	6635	234	8	0.17733231	A9AUEL	p1835
U05876.1	7413	237	25	0.49056864	A9AUEL	p1835
KU355876.1	7317	570	27	0.49769777	A9AUEL	p1835
AY421760.1	7398	118	2	0.025110375	A9AUEL	p1835
AJ293918.1	7436	58	1	0.007960472	A9AUEL	p1835
EF015018.1	7441	131	2	0.017967356	A9AUEL	p1835
EF015020.1	7441	71	1	0.009738034	A9AUEL	p1835
EF015013.1	7441	153	3	0.030311342	A9AUEL	p1835
DQ995648.1	7402	176	51	0.940706	A9AUEL	p1835
DQ995647.1	7401	561	44	0.7896842	A9AUEL	p1835
AF499643.1	7406	371	31	0.40545756	A9AUEL	p1835
KC785530.1	7265	401	155	3.069712	A9AUEL	p1835
KC785528.1	7284	1173	60	1.0552285	A9AUEL	p1835
U22521.1	7408	142	2	0.024386883	A9AUEL	p1835
KU355877.1	7347	113	2	0.026538836	A9AUEL	p1835
KC344833.1	7318	555	59	1.1120256	A9AUEL	p1835
JX514942.1	7395	1565	281	5.3203588	A9AUEL	p1835
EF015886.1	7478	402	33	0.62199783	A9AUEL	p1835
DQ902712.1	7423	253	31	0.5367799	A9AUEL	p1835
AY843299.1	7415	141	1	0.019408122	A9AUEL	p1835
AY556070.1	7429	95	2	0.023904383	A9AUEL	p1835
AY421767.1	7409	244	20	0.350186	A9AUEL	p1835
AY421766.1	7396	98	1	0.013524704	A9AUEL	p1835
AY421762.1	7434	328	2	0.08552993	A9AUEL	p1835
AY302559.1	7427	146	4	0.076405115	A9AUEL	p1835
AY302557.1	7394	151	7	0.20596355	A9AUEL	p1835
AY302548.1	7433	132	1	0.0181244	A9AUEL	p1835
AY302546.1	7394	91	1	0.01256212	A9AUEL	p1835
AY302540.1	7450	75	1	0.0102739725	A9AUEL	p1835
AF499640.1	7458	217	33	0.5993432	A9AUEL	p1835
AF499639.1	7457	88	1	0.012043246	A9AUEL	p1835
AF499637.1	7458	59	1	0.008073344	A9AUEL	p1835
AF499635.1	7397	570	81	1.4320408	A9AUEL	p1835
KP890662.1	7073	158	4	0.072367474	A9AUEL	p1835
FJ445137.1	7216	151	6	0.09340504	A9AUEL	p1835
EF582387.1	7086	250	13	0.27234718	A9AUEL	p1835
DQ473496.1	7106	72	1	0.010350776	A9AUEL	p1835
MF588783.1	1506	223	10	0.9594395	A9AUEL	p1835
MF588782.1	4152	576	40	1.1071965	A9AUEL	p1835
MF588716.1	7127	3189	311	6.1340117	A9AUEL	p1835
MF588705.1	7298	282	6	0.10254617	A9AUEL	p1835
MF352432.1	8295	128	1	0.015715163	A9AUEL	p1835
FJ168779.1	13336	242	14	0.11883816	A9AUEL	p1835
AY363727.1	3929	3054	4080	134.94681	A9AUEL	p1835
JQ670669.1	4010	350	5	0.38601035	A9AUEL	p1835
GQ468270.1	3888	310	6	0.10593901	A9AUEL	p1835
GQ468268.1	2251	1005	125	6.4807234	A9AUEL	p1835
GQ468269.1	2127	975	180	12.559434	A9AUEL	p1835
GQ468271.1	2241	917	616	40.9077	A9AUEL	p1835
GQ468272.1	1368	1235	238	24.396551	A9AUEL	p1835
GQ468275.1	1098	811	137	16.847046	A9AUEL	p1835
HM159620.1	1331	97	1	0.082133785	A9AUEL	p1835
JX204738.1	3854	941	337	12.571545	A9AUEL	p1835
JX204739.1	3914	2963	621	22.641338	A9AUEL	p1835
JX204740.1	3901	162	2	0.039456144	A9AUEL	p1835
JX204741.1	2304	83	1	0.03853296	A9AUEL	p1835
JX204742.1	2203	910	406	23.77886	A9AUEL	p1835
JX204743.1	2241	223	13	0.72118604	A9AUEL	p1835
JX204746.1	1196	171	2	0.07456979	A9AUEL	p1835
KX263307.1	3804	1168	182	7.1568146	A9AUEL	p1835
DQ315670.1	7366	255	2	0.03894124	A9AUEL	p1835
KF861773.1	1730	887	462	40.072784	A9AUEL	p1835
JQ776552.1	1688	282	25	1.8693107	A9AUEL	p1835
MH464873.1	5631	618	38	0.9449006	A9AUEL	p1835
EU326526.1	15462	1034	159	1.3952456	A9AUEL	p1835
JF804992.1	842	213	5	0.87716764	A9AUEL	p1835
JF804994.1	859	398	7	1.1438646	A9AUEL	p1835
KX814930.1	660	58	1	0.023529412	A9AUEL	p1835
KC960619.1	3290	77	1	0.024522293	A9AUEL	p1835
KC960620.1	2683	60	1	0.050532963	A9AUEL	p1835
KC960629.1	666	60	1	0.11627907	A9AUEL	p1835
KX814957.1	2663	106	1	0.16394748	A9AUEL	p1835
KX814958.1	2561	743	15	1.4649523	A9AUEL	p1835
KX814962.1	702	97	1	0.16123189	A9AUEL	p1835
KX814942.1	1062	112	2	0.1118421	A9AUEL	p1835
KC769372.1	2686	1922	19180	1067.4034	A9AUEL	p1835
KC769373.1	2530	817	87	4.6605043	A9AUEL	p1835
KC769374.1	2333	758	428	27.457626	A9AUEL	p1835
KC769366.1	1520	505	1412	147.63211	A9AUEL	p1835
KC769375.1	1320	314	5	0.33760685	A9AUEL	p1835
KC769368.1	1015	820	1300	217.63005	A9AUEL	p1835
HQ661119.1	1059	204	32	4.180418	A9AUEL	p1835
EF583031.1	2508	1113	257	17.181509	A9AUEL	p1835
EF672585.1	1461	329	7	2.5743706	A9AUEL	p1835
EF672589.1	537	183	3	0.66925067	A9AUEL	p1835
KX778615.1	2328	1461	7049	447.30533	A9AUEL	p1835
KX778616.1	1461	998	1316	129.16248	A9AUEL	p1835
KX778618.1	933	226	70	5.3052363	A9AUEL	p1835
JN903518.2	1062	186	2	0.24561404	A9AUEL	p1835
KU048654.1	1062	1060	5435	806.6502	A9AUEL	p1835
KF577842.1	1176	58	1	0.056530215	A9AUEL	p1835
KY055427.1	3304	270	9	0.2181357	A9AUEL	p1835
KY055428.1	2663	56	1	0.022284122	A9AUEL	p1835
KY055429.1	2585	2151	2832	163.00452	A9AUEL	p1835
KY055430.1	2300	114	43	3.2865117	A9AUEL	p1835
KY055434.1	1018	190	5	0.37442395	A9AUEL	p1835
FJ206143.1	1059	194	9	0.59955996	A9AUEL	p1835
FJ206138.1	1059	311	4	0.4411441	A9AUEL	p1835
FJ206066.1	1062	66	1	0	A9AUEL	p1835
FJ206135.1	723	71	1	0	A9AUEL	p1835
GU827406.1	3302	723	61	2.6827412	A9AUEL	p1835
GU827407.1	2693	151	10	0.5705859	A9AUEL	p1835
GU827409.1	2359	149	21	1.2267995	A9AUEL	p1835
GU827412.1	1578	445	98	9.687675	A9AUEL	p1835
GU827410.1	1356	249	1	0.18739635	A9AUEL	p1835
GU827415.1	751	171	2	0.13643926	A9AUEL	p1835
FJ495127.1	2687	86	1	0.033898305	A9AUEL	p1835
FJ495132.1	1078	63	1	0	A9AUEL	p1835
FJ495135.1	751	85	1	0.018302828	A9AUEL	p1835
KC257095.1	1191	560	61	7.3928914	A9AUEL	p1835
JX036365.1	3302	176	1	0.0339467	A9AUEL	p1835
JX036373.1	1078	112	1	0.0021551724	A9AUEL	p1835
JX036375.1	667	403	38	9.537718	A9AUEL	p1835
KC178814.1	1062	1056	1942	289.08554	A9AUEL	p1835
KC178781.1	2591	278	3	0.36337566	A9AUEL	p1835
KJ187603.1	1356	495	102	9.458541	A9AUEL	p1835
KJ187604.1	1062	178	2	0.24671052	A9AUEL	p1835
KU048554.1	2735	2662	10345	550.1265	A9AUEL	p1835
KU048584.1	2591	450	56	2.4510446	A9AUEL	p1835
KU708259.1	3302	65	1	0.020621827	A9AUEL	p1835
JF521473.1	2685	187	6	0.1739645	A9AUEL	p1835
JX040418.1	750	650	1101	256.735	A9AUEL	p1835
JX040433.1	906	655	467	86.771164	A9AUEL	p1835
JX040434.1	673	78	1	0.14913958	A9AUEL	p1835
KT887535.1	1191	936	486	65.91931	A9AUEL	p1835
KT887538.1	951	149	5	0.36953807	A9AUEL	p1835
KY077642.1	2057	102	1	0.05348715	A9AUEL	p1835
KX988277.1	2580	141	1	0.085185185	A9AUEL	p1835
KX988281.1	1587	49	1	0	A9AUEL	p1835
KX988279.1	1356	203	1	0.9485904	A9AUEL	p1835
KX988283.1	1070	125	4	0.02826087	A9AUEL	p1835
KX988284.1	750	276	3	1.01	A9AUEL	p1835
DQ146672.1	2753	2432	3243	179.4979	A9AUEL	p1835
DQ146673.1	2591	1348	174	7.5497746	A9AUEL	p1835
KJ659443.1	2683	285	3	0.1125148	A9AUEL	p1835
LC086741.1	1061	191	109	16.170143	A9AUEL	p1835
LC095899.1	1006	68	1	0.025700934	A9AUEL	p1835
LC095937.1	2550	201	2	0.07083333	A9AUEL	p1835
FJ423147.1	2717	1374	1010	51.0635	A9AUEL	p1835
EU979379.1	2359	248	40	2.1824355	A9AUEL	p1835
JN104611.1	3302	304	7	0.3991117	A9AUEL	p1835
JN104612.1	2717	151	5	0.29333854	A9AUEL	p1835
JN104613.1	2591	159	1	0.019664072	A9AUEL	p1835
JN104614.1	1356	54	1	0.04477612	A9AUEL	p1835
JN104617.1	1076	141	4	0.051835854	A9AUEL	p1835
JN104616.1	1059	248	624	65.09571	A9AUEL	p1835
JN104618.1	750	192	22	2.6433334	A9AUEL	p1835
U54773.1	1182	704	221	28.111435	A9AUEL	p1835
KM026620.1	954	314	48	8.184079	A9AUEL	p1835
KM027104.1	831	509	51	4.5051394	A9AUEL	p1835
MF161804.1	634	539	1590	432.21075	A9AUEL	p1835
KJ820836.1	3269	125	3	0.13305546	A9AUEL	p1835
KJ820840.1	1319	316	3	0.59195894	A9AUEL	p1835
KF371681.1	1356	447	7	1.5746269	A9AUEL	p1835
KF371682.1	1062	1000	2651	389.8827	A9AUEL	p1835
JQ863315.1	1529	620	99	10.342277	A9AUEL	p1835
JQ863317.1	1066	397	6	0.46179038	A9AUEL	p1835
JQ863316.1	1059	139	4	0.47304732	A9AUEL	p1835
AB938301.1	751	207	13	2.1231282	A9AUEL	p1835
KC580629.1	1519	336	8	0.43535426	A9AUEL	p1835
KT695085.1	2359	1776	1548	88.490265	A9AUEL	p1835
KC580005.1	3271	118	2	0.10285165	A9AUEL	p1835
KC580008.1	2333	963	75	4.4608335	A9AUEL	p1835
KC580001.1	1000	202	12	1.1435294	A9AUEL	p1835
KU356671.1	751	186	3	0.3028286	A9AUEL	p1835
KU356614.1	1059	808	628	95.63916	A9AUEL	p1835
KU356605.1	751	538	1309	258.83527	A9AUEL	p1835
JN258402.1	1014	301	12	0.5104167	A9AUEL	p1835
HM773795.1	1023	491	85	7.5280643	A9AUEL	p1835
KX632263.1	751	125	1	0.079866886	A9AUEL	p1835
KY865344.1	3309	412	16	0.7037037	A9AUEL	p1835
KY865350.1	1270	165	4	0.38392857	A9AUEL	p1835
KY865349.1	1063	705	22	3.0372398	A9AUEL	p1835
KY865351.1	1037	430	63	9.3292	A9AUEL	p1835
KT206197.1	2736	1596	222	12.395592	A9AUEL	p1835
KX655509.1	2361	406	49	2.6494799	A9AUEL	p1835
KX655511.1	1062	88	3	0.016447369	A9AUEL	p1835
FJ947522.1	1043	104	4	0	A9AUEL	p1835
KJ752620.1	2530	633	16	0.852521	A9AUEL	p1835
KJ752614.1	1003	115	2	0.17819461	A9AUEL	p1835
KJ879453.1	981	154	2	0.18531889	A9AUEL	p1835
KJ879458.1	606	204	63	16.925438	A9AUEL	p1835
LC328188.1	3302	182	17	0.6735406	A9AUEL	p1835
LC328182.1	1062	331	28	2.5548246	A9AUEL	p1835
MG181384.1	2359	1241	656	40.266182	A9AUEL	p1835
MG181387.1	1567	870	771	61.659843	A9AUEL	p1835
MG181720.1	750	470	61	9.321667	A9AUEL	p1835
KU597752.1	1069	98	1	0	A9AUEL	p1835
MG181830.1	751	184	16	2.545757	A9AUEL	p1835
LC328228.1	2676	1876	341	18.039589	A9AUEL	p1835
KJ870889.1	3302	584	152	6.1465735	A9AUEL	p1835
LC061619.1	2639	74	1	0.029730815	A9AUEL	p1835
LC061625.1	1047	97	1	0.10813824	A9AUEL	p1835
LC061631.1	951	118	4	0.15855181	A9AUEL	p1835
JN129109.1	1194	63	1	0.060344826	A9AUEL	p1835
JN128997.1	954	161	730	58.623135	A9AUEL	p1835
KJ751729.1	1023	282	73	10.006873	A9AUEL	p1835
KJ753392.1	2530	1046	403	22.485714	A9AUEL	p1835
KJ748466.1	2690	137	2	0.10748032	A9AUEL	p1835
LC169841.1	3302	84	2	0.043464467	A9AUEL	p1835
KJ639017.1	1062	992	173	29.479166	A9AUEL	p1835
KC686984.1	1914	1219	836	63.59637	A9AUEL	p1835
KC687007.1	1367	922	1770	206.49794	A9AUEL	p1835
KU128893.1	2687	258	4	0.16476153	A9AUEL	p1835
KP882187.1	2316	1843	3897	219.57295	A9AUEL	p1835
KC175185.1	1343	1000	330	39.485332	A9AUEL	p1835
AB924107.1	2717	238	1	0.07596416	A9AUEL	p1835
AB924113.1	1059	217	5	0.23762377	A9AUEL	p1835
AB924115.1	750	216	14	0.98	A9AUEL	p1835
AB924116.1	945	101	1	0.12704402	A9AUEL	p1835
GU189551.1	3302	415	20	0.6297589	A9AUEL	p1835
GU189552.1	2717	159	1	0.205298	A9AUEL	p1835
GU189557.1	1076	179	6	0.15226781	A9AUEL	p1835
GU189558.1	750	237	20	2.885	A9AUEL	p1835
JF796701.1	3302	113	2	0.087563455	A9AUEL	p1835
JF796702.1	2716	108	2	0.020265004	A9AUEL	p1835
JF796706.1	1061	66	1	0	A9AUEL	p1835
JF796699.1	750	211	13	1.2983333	A9AUEL	p1835
KJ482437.1	630	78	1	0.20208333	A9AUEL	p1835
KJ482275.1	996	107	9	0.23404256	A9AUEL	p1835
KJ482384.1	1569	93	1	0.013389711	A9AUEL	p1835
KJ482411.1	1389	262	2	0.26715094	A9AUEL	p1835
KJ482276.1	996	132	1	0.10165485	A9AUEL	p1835
KJ482388.1	1569	104	6	0.29598308	A9AUEL	p1835
KJ482444.1	1077	52	1	0	A9AUEL	p1835
KJ482336.1	630	239	197	21.422916	A9AUEL	p1835
KU886317.1	1355	224	11	0.593361	A9AUEL	p1835
KU886309.1	1040	138	2	0.11011236	A9AUEL	p1835
KU363140.1	1076	197	3	0.10475162	A9AUEL	p1835
HQ392411.1	1010	134	3	0.20348836	A9AUEL	p1835
KR705146.1	3264	87	1	0.027938344	A9AUEL	p1835
KF690127.1	2591	995	72	4.191315	A9AUEL	p1835
KF690129.1	1356	495	49	5.383085	A9AUEL	p1835
KF690132.1	1059	208	4	0.34433442	A9AUEL	p1835
KF690134.1	750	53	1	0	A9AUEL	p1835
GU384192.1	3303	145	1	0.08404694	A9AUEL	p1835
GU384193.1	2591	140	4	0.14707087	A9AUEL	p1835
GU384197.1	1071	79	1	0.009771987	A9AUEL	p1835
GU384196.1	1059	290	29	3.5126512	A9AUEL	p1835
EF554126.1	3302	89	2	0.05425127	A9AUEL	p1835
EF554135.1	751	176	60	9.845258	A9AUEL	p1835
GU188282.1	750	203	1	0.15333334	A9AUEL	p1835
FJ347126.1	1356	865	261	24.300165	A9AUEL	p1835
FJ347130.1	1078	121	7	0.077586204	A9AUEL	p1835
FJ347131.1	751	223	12	1.9850249	A9AUEL	p1835
FJ347132.1	667	89	3	0.33655706	A9AUEL	p1835
FJ347104.1	1356	815	561	63.31592	A9AUEL	p1835
FJ347107.1	1059	230	12	1.1738174	A9AUEL	p1835
JN831216.1	1059	175	1	0.13641365	A9AUEL	p1835
KX212876.1	3302	332	4	0.13800761	A9AUEL	p1835
KX212872.1	2591	136	3	0.03359279	A9AUEL	p1835
AB853891.1	2687	88	1	0.034686636	A9AUEL	p1835
JF693037.1	3267	247	24	1.0314405	A9AUEL	p1835
JF693042.1	1194	631	110	14.300766	A9AUEL	p1835
KC178764.1	3302	180	2	0.052982233	A9AUEL	p1835
KC178774.1	2687	1082	235	12.094995	A9AUEL	p1835
KC178782.1	2591	371	13	0.1532159	A9AUEL	p1835
KC178720.1	1556	165	2	0.54907537	A9AUEL	p1835
KC178799.1	1356	103	5	0.36567163	A9AUEL	p1835
KY426813.1	1355	125	7	0.55850625	A9AUEL	p1835
KY426805.1	1074	78	1	0.0043290043	A9AUEL	p1835
LC002004.1	1352	575	65	6.844426	A9AUEL	p1835
GU565079.1	1062	445	120	16.683113	A9AUEL	p1835
KX988265.1	2717	134	5	0.40864822	A9AUEL	p1835
EF554150.1	2592	132	1	0.47297296	A9AUEL	p1835
KJ450848.1	1075	257	18	1.0551351	A9AUEL	p1835
JF304915.1	3302	47	1	0.014911167	A9AUEL	p1835
JF304925.1	822	262	45	6.985119	A9AUEL	p1835
LC055547.1	3302	1160	49	1.9977791	A9AUEL	p1835
LC055551.1	1356	1234	450	53.650913	A9AUEL	p1835
LC055556.1	751	227	14	2.1763728	A9AUEL	p1835
LC095946.1	3249	972	41	1.7415296	A9AUEL	p1835
LC095948.1	2550	119	3	0.072916664	A9AUEL	p1835
HM348724.1	1051	59	2	0.019977802	A9AUEL	p1835
KM026925.1	657	69	2	0.295858	A9AUEL	p1835
KM026541.1	1460	1057	557	59.92977	A9AUEL	p1835
MF161644.1	663	517	1532	414.96295	A9AUEL	p1835
KC579528.1	1015	413	415	64.01156	A9AUEL	p1835
LC095880.1	3249	144	1	0.09680542	A9AUEL	p1835
EU200793.1	3280	120	4	0.11086262	A9AUEL	p1835
EU200800.1	1029	664	122	12.171786	A9AUEL	p1835
KU363135.1	1059	108	3	0.13861386	A9AUEL	p1835
KU356637.1	1066	508	133	21.275108	A9AUEL	p1835
KU356638.1	751	560	578	107.808655	A9AUEL	p1835
HM773643.1	528	176	84	14.899471	A9AUEL	p1835
KU360901.1	1253	144	6	0.34270173	A9AUEL	p1835
KU361035.1	739	121	9	1.254669	A9AUEL	p1835
KU243670.1	963	339	88	12.706027	A9AUEL	p1835
KU243494.2	491	78	1	0.22873901	A9AUEL	p1835
FJ947203.1	1037	175	5	0.13416009	A9AUEL	p1835
JX271006.1	1062	61	1	0	A9AUEL	p1835
JF896472.1	1059	196	7	0.37733772	A9AUEL	p1835
KU243641.1	1164	57	1	0.4122288	A9AUEL	p1835
DQ146704.1	1078	84	4	0.04202586	A9AUEL	p1835
KU714457.1	2591	655	86	3.4293323	A9AUEL	p1835
KU714451.1	1058	393	14	1.5198238	A9AUEL	p1835
MG181725.1	2359	2139	5058	291.5953	A9AUEL	p1835
JX946168.1	3302	80	1	0.02538071	A9AUEL	p1835
JX946174.1	1516	104	4	0.22547585	A9AUEL	p1835
JX946176.1	1074	123	4	0.04761905	A9AUEL	p1835
JX946177.1	750	244	16	2.0966666	A9AUEL	p1835
MG181854.1	3303	3183	1323	57.146843	A9AUEL	p1835
MG181771.1	1062	376	56	8.900219	A9AUEL	p1835
HM773855.1	2685	179	3	0.14043392	A9AUEL	p1835
KC610701.1	2668	56	1	0	A9AUEL	p1835
KC610707.1	971	104	1	0.105968334	A9AUEL	p1835
KC687006.1	1367	729	52	4.3812656	A9AUEL	p1835
KC686919.1	1043	778	395	55.914894	A9AUEL	p1835
KC686949.1	930	317	32	4.5358973	A9AUEL	p1835
KC686934.1	948	463	1573	216.05263	A9AUEL	p1835
JN258955.1	2518	369	9	0.5266047	A9AUEL	p1835
KU508385.1	1062	61	1	0	A9AUEL	p1835
EF554137.1	3302	58	1	0.018401016	A9AUEL	p1835
JQ423897.1	1591	58	1	0	A9AUEL	p1835
JQ423907.1	1062	64	1	0	A9AUEL	p1835
HQ896712.1	2168	1757	250	17.517344	A9AUEL	p1835
HQ896720.1	731	695	88	18.395868	A9AUEL	p1835
JF796734.1	3302	203	3	0.18559645	A9AUEL	p1835
JF796736.1	2591	133	2	0.03113478	A9AUEL	p1835
JF796731.1	1076	128	2	0.020518359	A9AUEL	p1835
MF462322.1	2673	168	10	0.71304005	A9AUEL	p1835
MF462319.1	528	329	27	4.984127	A9AUEL	p1835
AY740739.1	2591	134	1	0.031954117	A9AUEL	p1835
HQ846873.1	1062	264	36	2.4342105	A9AUEL	p1835
KC215507.1	543	311	456	89.77354	A9AUEL	p1835
KR052750.1	1304	224	8	0.4644714	A9AUEL	p1835
KJ753404.1	2282	1391	8072	526.0042	A9AUEL	p1835
KX171542.1	2546	1465	114	5.8084307	A9AUEL	p1835
KJ753780.1	1320	756	94	7.3470087	A9AUEL	p1835
KF041434.1	1356	367	7	0.7106136	A9AUEL	p1835
KF041436.1	1059	161	190	18.921892	A9AUEL	p1835
KF041438.1	750	245	13	1.3766667	A9AUEL	p1835
LC095926.1	2550	69	1	0.00125	A9AUEL	p1835
AY787653.1	3302	481	39	1.6256346	A9AUEL	p1835
AY787654.1	2591	263	6	0.25686195	A9AUEL	p1835
FJ423142.1	1986	561	90	6.003813	A9AUEL	p1835
KM026565.1	1460	828	2127	199.4336	A9AUEL	p1835
KM026769.1	528	264	12	4.9126983	A9AUEL	p1835
KM026599.1	1460	951	38	3.6694655	A9AUEL	p1835
HM348741.1	855	178	37	4.521986	A9AUEL	p1835
GQ240588.1	759	220	7	1.0114943	A9AUEL	p1835
HM348745.1	1260	65	2	0.23873875	A9AUEL	p1835
HM348734.1	942	291	188	32.873737	A9AUEL	p1835
HM348746.1	1226	720	442	54.802975	A9AUEL	p1835
HM348726.1	1051	147	4	0.103218645	A9AUEL	p1835
KC442988.1	2333	1991	10211	660.842	A9AUEL	p1835
KM026642.1	954	497	127	12.165422	A9AUEL	p1835
KM026971.1	681	627	524	119.95292	A9AUEL	p1835
LC119106.1	2591	173	3	0.24989758	A9AUEL	p1835
AB753080.1	1426	165	1	0.20297806	A9AUEL	p1835
AB753500.1	954	523	127	20.307215	A9AUEL	p1835
KR262153.1	1578	151	2	0.14845939	A9AUEL	p1835
MF184783.1	1014	944	2227	334.39468	A9AUEL	p1835
KU199279.1	751	154	2	0.1797005	A9AUEL	p1835
FJ425165.1	327	189	12	3.2542372	A9AUEL	p1835
FJ425181.1	379	257	424	179.03056	A9AUEL	p1835
FJ425108.1	344	55	1	0.28350514	A9AUEL	p1835
KF360220.1	997	88	1	0.07201889	A9AUEL	p1835
KU361061.1	664	321	23	5.605058	A9AUEL	p1835
KU243463.1	531	447	1636	573.4488	A9AUEL	p1835
MG181659.1	2359	1841	3184	178.23811	A9AUEL	p1835
LC133515.1	2683	111	1	0.043821555	A9AUEL	p1835
LC328267.1	667	232	221	59.659573	A9AUEL	p1835
FJ947353.1	2542	786	18	0.89966553	A9AUEL	p1835
LC133544.1	1074	71	1	0	A9AUEL	p1835
FJ947433.1	1325	451	6	1.1651064	A9AUEL	p1835
KJ412566.1	2530	127	1	0.025630252	A9AUEL	p1835
KJ412568.1	1320	318	12	2.0068376	A9AUEL	p1835
KJ412560.1	1003	127	41	1.7327081	A9AUEL	p1835
KJ412563.1	631	181	4	1.029106	A9AUEL	p1835
KC610689.1	3295	120	12	0.39491257	A9AUEL	p1835
KC610691.1	2531	167	4	0.13187736	A9AUEL	p1835
KC610696.1	977	176	6	0.1898428	A9AUEL	p1835
LC169856.1	1356	511	226	22.799337	A9AUEL	p1835
KF726073.1	1059	524	14	1.229923	A9AUEL	p1835
KJ748483.1	1058	492	18	1.75	A9AUEL	p1835
EF990712.1	750	619	239	43.216667	A9AUEL	p1835
EF554112.1	1075	72	1	0	A9AUEL	p1835
KC174907.1	1053	457	12	0.7109634	A9AUEL	p1835
GU296426.1	2359	115	1	0.047985513	A9AUEL	p1835
AB924084.1	3302	229	10	0.4206853	A9AUEL	p1835
AB924085.1	2717	147	2	0.05726529	A9AUEL	p1835
AB924086.1	2591	254	6	0.097501025	A9AUEL	p1835
AB924092.1	1072	237	6	0.15726681	A9AUEL	p1835
AB924093.1	748	262	4	0.36287627	A9AUEL	p1835
AB924094.1	952	110	2	0.13715711	A9AUEL	p1835
JF796713.1	2716	126	2	0.0035074046	A9AUEL	p1835
KU956006.1	3302	208	8	0.36484772	A9AUEL	p1835
KU956011.1	1356	631	128	12.617744	A9AUEL	p1835
JF712560.1	1062	66	3	0	A9AUEL	p1835
JF781158.1	3302	235	4	0.2979061	A9AUEL	p1835
JF781166.1	1051	86	8	0.07991121	A9AUEL	p1835
JF781165.1	1059	210	142	11.137514	A9AUEL	p1835
HQ661131.1	1068	597	28	3.9052289	A9AUEL	p1835
KJ482455.1	1077	234	9	1.6720604	A9AUEL	p1835
JF304929.1	2359	324	23	1.5898597	A9AUEL	p1835
JF304935.1	751	142	1	0.1264559	A9AUEL	p1835
KR632625.1	2591	54	1	0	A9AUEL	p1835
JX040432.1	856	127	9	0.713881	A9AUEL	p1835
DQ205223.1	2591	62	1	0.011061041	A9AUEL	p1835
KM454503.1	3302	59	1	0.018718274	A9AUEL	p1835
KM454497.1	1059	83	1	0.09130913	A9AUEL	p1835
KC815658.1	3302	191	20	1.1840101	A9AUEL	p1835
JX307625.1	1054	619	160	24.263275	A9AUEL	p1835
KX171543.1	2546	975	17	0.8568447	A9AUEL	p1835
KP198641.1	2507	67	1	0.028425965	A9AUEL	p1835
KP007164.1	2589	972	22	1.3632636	A9AUEL	p1835
LC086766.1	1075	1070	6618	1051.319	A9AUEL	p1835
LC095963.1	704	114	1	0.15162455	A9AUEL	p1835
